Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7,54,Yes,7,1,50
1,87,No,8,9,64
4,90,No,7,9,72
6,60,No,7,3,47
9,93,No,9,7,91
2,76,Yes,8,7,57
2,47,Yes,4,3,24
4,92,No,8,8,77
3,81,No,4,7,59
5,48,No,8,0,36
7,61,Yes,9,9,53
8,85,Yes,6,3,81
7,98,No,4,4,89
2,80,No,8,8,58
3,64,No,6,1,42
7,46,Yes,5,5,37
1,96,Yes,6,3,69
4,91,No,8,6,80
5,43,No,7,9,31
7,88,No,8,8,79
1,78,No,8,8,52
4,77,Yes,7,9,62
8,69,No,6,0,60
2,92,No,7,0,69
9,87,Yes,8,3,84
7,98,No,8,9,90
8,60,No,4,6,55
2,67,No,5,5,46
3,60,No,5,6,37
9,41,Yes,5,2,38
7,45,Yes,6,5,34
7,41,Yes,7,7,34
7,73,Yes,5,9,64
8,97,Yes,6,1,92
2,93,No,4,3,71
9,76,No,9,8,76
2,51,Yes,7,8,27
8,83,Yes,9,6,81
2,52,No,4,1,28
5,45,Yes,5,6,31
9,55,No,7,2,46
6,45,No,5,2,32
8,88,No,5,7,85
8,71,No,8,5,62
6,65,Yes,5,9,53
4,70,Yes,6,8,53
4,87,No,6,9,74
8,82,Yes,5,3,76
5,77,No,9,1,59
7,59,No,6,3,51
3,68,No,5,5,49
7,73,No,7,7,64
6,44,Yes,7,7,33
4,84,No,8,6,64
9,42,No,5,0,37
6,91,Yes,4,0,82
5,85,Yes,5,7,73
7,58,Yes,7,7,53
1,93,No,7,7,66
8,45,Yes,4,6,39
9,70,Yes,4,5,68
1,85,Yes,5,2,58
6,83,No,7,0,68
8,64,No,6,2,56
5,56,Yes,4,2,44
8,50,Yes,4,5,44
1,60,Yes,4,3,34
8,89,No,4,6,83
1,60,Yes,7,8,39
8,80,Yes,4,0,73
3,63,Yes,9,8,43
3,72,Yes,8,3,54
9,86,Yes,6,9,83
2,49,Yes,5,7,25
3,60,No,9,3,40
9,89,Yes,5,3,85
6,85,No,8,7,79
3,75,No,5,6,56
3,79,Yes,6,3,62
4,58,No,6,0,40
3,73,No,8,6,53
1,67,Yes,7,1,41
5,72,No,9,2,57
2,48,No,9,9,29
7,69,Yes,5,1,60
3,77,No,6,3,56
7,91,No,7,0,82
9,96,Yes,4,3,94
8,89,Yes,5,8,80
4,84,No,9,7,64
2,87,Yes,4,5,62
4,83,Yes,5,4,67
7,65,No,4,5,55
2,53,No,9,3,31
8,60,No,5,2,52
7,58,Yes,8,0,51
2,94,Yes,5,2,68
2,63,Yes,8,6,44
4,65,Yes,5,4,47
5,62,Yes,7,2,46
7,59,Yes,7,6,52
8,76,No,4,3,67
9,63,Yes,5,5,58
9,53,No,4,2,47
3,45,No,5,5,27
3,60,Yes,9,0,37
2,64,No,7,5,40
8,88,No,4,7,82
4,57,Yes,6,7,40
9,91,Yes,8,6,89
1,49,Yes,8,6,28
2,44,Yes,5,1,18
2,43,No,9,8,23
5,56,Yes,5,2,40
4,49,No,4,4,28
2,92,No,4,3,65
8,41,Yes,7,7,37
1,96,Yes,6,6,67
3,79,Yes,9,2,63
4,42,Yes,6,4,23
5,43,Yes,7,4,28
9,88,Yes,8,5,87
4,67,Yes,4,8,46
7,71,Yes,8,5,64
2,95,No,5,8,72
9,69,Yes,6,1,65
7,53,Yes,5,1,46
4,47,Yes,9,8,31
9,54,Yes,6,7,52
9,53,Yes,5,5,49
7,51,Yes,5,1,41
5,94,Yes,6,3,79
9,98,No,8,5,96
2,70,No,4,1,51
1,80,No,6,2,51
1,86,Yes,6,2,58
9,46,Yes,7,8,44
8,93,No,5,5,87
7,75,Yes,9,5,64
8,56,No,4,5,48
7,88,No,7,6,81
6,82,No,6,1,71
8,42,Yes,5,0,32
4,80,Yes,9,8,66
1,64,Yes,8,0,36
4,42,No,6,0,27
2,89,No,9,4,67
5,54,Yes,5,9,37
2,87,No,9,2,64
7,58,Yes,6,2,51
3,54,No,5,0,32
9,85,No,8,6,81
6,76,Yes,8,1,66
7,48,No,8,9,40
2,60,No,9,3,38
6,57,Yes,8,6,41
4,75,Yes,9,4,56
4,66,Yes,9,6,52
5,70,Yes,7,8,55
5,50,Yes,9,8,42
5,88,Yes,9,9,76
8,49,No,4,0,42
3,95,No,7,5,75
4,95,No,9,0,80
2,55,No,8,1,29
6,83,Yes,7,1,75
6,56,Yes,8,9,47
8,40,No,7,0,39
1,75,No,7,6,48
4,81,Yes,5,4,63
5,89,No,9,6,75
7,88,No,7,9,82
1,65,No,8,2,40
3,80,No,7,7,59
1,79,No,7,4,54
7,47,No,9,8,40
8,56,No,6,7,49
8,71,Yes,4,8,67
6,70,Yes,7,6,56
6,62,Yes,7,6,51
5,41,No,8,4,26
1,69,Yes,5,1,42
4,47,Yes,9,7,31
8,48,No,9,3,46
1,53,No,5,9,28
2,68,No,8,4,44
3,91,Yes,8,9,72
1,89,Yes,8,5,63
4,49,No,8,5,31
4,99,No,8,8,81
5,84,No,5,8,70
3,85,Yes,6,3,68
9,65,Yes,4,8,62
9,72,No,9,8,69
4,98,Yes,8,6,86
2,88,No,8,6,65
8,74,Yes,5,0,68
3,61,No,8,6,47
3,74,Yes,8,7,53
4,49,Yes,5,0,29
6,61,Yes,4,3,52
5,46,No,5,1,32
3,46,Yes,9,9,28
8,74,No,9,6,68
4,98,Yes,9,6,84
4,77,No,9,2,62
5,90,No,4,5,76
9,71,No,8,6,70
8,53,Yes,7,0,45
4,95,No,8,8,79
1,95,No,5,4,67
8,76,Yes,9,1,71
3,90,Yes,8,3,70
8,69,No,4,6,61
2,73,No,9,1,54
9,85,Yes,6,9,83
4,92,No,4,5,75
1,96,Yes,6,7,69
5,56,Yes,7,6,43
3,70,Yes,5,4,47
3,46,No,7,7,26
7,45,Yes,8,0,37
3,54,Yes,7,6,34
3,54,Yes,6,6,36
7,83,Yes,5,5,74
8,73,No,5,4,68
4,52,No,8,2,32
5,97,Yes,5,3,84
3,67,Yes,4,4,47
2,43,Yes,9,8,23
8,52,No,9,4,47
6,96,No,6,4,81
9,78,No,5,4,74
7,82,Yes,9,7,78
3,97,No,7,9,75
7,42,Yes,5,3,29
4,98,Yes,9,4,83
9,97,Yes,9,3,95
5,85,Yes,9,1,73
2,88,Yes,5,6,66
9,83,No,8,0,80
4,65,No,8,4,50
8,95,No,5,2,90
7,70,No,6,5,62
6,53,Yes,6,3,39
7,91,Yes,7,6,87
8,57,No,8,8,51
4,71,No,5,5,49
7,69,No,6,1,57
6,46,Yes,9,7,38
1,52,Yes,8,7,27
1,99,No,5,0,70
6,90,No,5,4,75
9,82,No,7,8,81
8,58,No,6,6,51
6,80,Yes,4,7,70
7,70,Yes,5,5,60
6,62,No,7,7,45
7,90,Yes,8,9,82
7,68,No,9,8,60
7,70,No,8,0,60
9,61,No,4,8,57
3,62,Yes,8,9,45
6,56,Yes,5,5,41
4,75,No,5,9,58
1,44,Yes,8,5,17
2,82,Yes,5,3,61
9,97,No,6,9,97
4,91,No,5,5,72
6,55,Yes,4,7,44
7,62,Yes,7,0,53
3,51,No,7,4,34
8,62,No,6,8,59
1,69,Yes,7,2,44
2,67,No,8,6,44
9,92,No,4,3,86
2,43,Yes,4,0,18
3,72,No,9,8,52
8,83,No,4,4,77
6,59,Yes,8,1,51
3,57,No,9,8,39
6,70,No,5,7,56
3,52,No,6,7,33
5,62,No,9,1,43
6,73,No,7,9,62
9,85,No,5,0,81
9,75,No,4,8,71
1,78,No,6,9,50
9,46,No,6,3,41
4,61,Yes,8,0,44
2,72,No,4,3,43
6,59,Yes,4,9,47
6,78,Yes,8,4,68
1,71,No,9,1,43
9,61,Yes,9,5,57
6,73,Yes,8,2,66
3,40,Yes,5,4,19
5,97,Yes,7,5,87
3,87,Yes,8,5,68
4,99,Yes,6,1,81
9,96,Yes,8,9,95
5,59,No,8,0,43
7,55,No,6,4,45
5,40,Yes,8,5,28
8,44,No,8,0,37
1,80,No,8,3,53
3,57,No,4,5,34
9,66,Yes,8,3,65
6,93,Yes,5,7,83
3,78,Yes,8,9,60
5,87,Yes,7,0,70
5,97,Yes,9,5,84
7,62,Yes,8,4,54
4,96,No,6,2,81
1,88,No,9,8,65
7,90,Yes,9,7,81
7,41,No,4,5,31
7,71,No,6,8,62
7,43,No,8,2,33
4,45,Yes,7,1,26
3,82,No,6,2,58
8,99,Yes,6,3,94
5,90,No,8,2,75
3,88,No,4,6,69
6,43,No,8,9,30
9,69,Yes,4,6,67
6,63,Yes,4,6,50
4,87,Yes,7,0,73
4,58,Yes,7,7,43
7,70,No,9,4,61
7,87,No,5,3,74
2,81,Yes,4,8,57
2,66,No,4,3,42
6,66,Yes,5,2,55
8,77,Yes,6,4,71
6,60,No,5,8,51
2,68,Yes,5,1,44
4,44,Yes,5,0,19
6,89,Yes,8,4,80
8,42,No,9,5,38
7,78,No,4,9,74
8,59,Yes,7,9,55
4,89,Yes,7,8,77
3,49,Yes,9,0,31
9,42,Yes,6,1,38
1,77,Yes,7,5,53
3,69,Yes,7,3,50
3,86,No,7,5,65
1,56,No,4,9,28
6,70,No,9,1,59
2,54,No,5,7,30
9,73,Yes,4,6,70
6,78,Yes,6,3,69
6,75,No,7,8,65
9,99,No,8,0,97
1,59,Yes,7,9,34
7,43,Yes,4,1,34
4,95,No,9,9,79
6,87,Yes,8,4,79
6,65,No,7,7,56
5,84,Yes,9,6,73
3,61,No,4,8,41
6,73,No,9,9,64
1,84,Yes,7,5,60
2,59,No,8,3,38
9,68,No,9,7,67
2,71,No,8,0,45
3,40,Yes,7,3,18
6,84,Yes,8,4,74
3,84,No,9,0,67
4,46,Yes,8,1,30
5,97,Yes,8,5,85
2,52,No,6,0,26
3,69,No,4,2,51
8,75,No,9,5,74
4,55,Yes,5,8,38
7,43,No,6,4,36
3,79,No,9,3,62
8,43,Yes,7,3,36
3,48,Yes,7,7,27
6,64,Yes,5,9,50
8,99,Yes,8,8,95
1,61,No,7,8,35
8,56,No,9,4,52
2,54,No,5,9,28
6,48,Yes,9,2,38
5,69,Yes,9,6,58
9,43,No,4,4,40
6,77,No,6,8,66
3,71,Yes,6,6,54
1,84,Yes,8,3,59
6,92,No,8,9,80
5,46,Yes,6,1,35
6,59,Yes,6,6,48
3,44,Yes,9,3,24
7,71,Yes,5,6,66
1,59,No,8,8,35
7,87,No,7,8,76
8,77,Yes,4,4,71
2,48,No,7,3,25
5,53,No,5,8,37
2,76,Yes,6,7,56
8,67,No,9,0,62
3,97,Yes,7,1,74
5,91,Yes,7,8,77
8,57,Yes,7,6,52
8,86,No,4,8,81
3,50,No,6,4,27
2,84,Yes,4,8,64
8,59,No,4,9,50
9,48,Yes,9,3,44
5,56,Yes,4,9,40
3,86,Yes,9,4,67
1,96,No,7,9,72
7,74,Yes,4,2,66
5,83,No,9,6,68
7,58,Yes,4,3,46
1,57,No,9,2,33
4,56,No,4,7,36
7,71,No,6,4,61
4,61,No,8,4,44
6,60,Yes,9,3,48
1,64,Yes,7,8,40
5,92,Yes,8,7,78
5,60,No,9,0,48
2,75,No,9,1,51
5,71,No,5,6,55
5,58,No,6,1,41
4,84,No,5,2,63
4,54,Yes,4,9,36
7,83,Yes,8,3,77
7,73,Yes,5,6,64
3,42,Yes,5,0,21
4,78,No,7,5,59
2,52,Yes,8,2,29
8,56,No,4,6,51
5,43,Yes,6,1,28
1,53,Yes,7,5,26
9,81,Yes,8,8,80
9,64,No,5,5,60
2,85,No,9,1,62
9,56,Yes,5,9,52
9,63,Yes,8,7,64
4,58,No,6,9,37
6,96,Yes,6,4,85
2,89,No,6,9,65
3,84,Yes,5,5,67
7,99,Yes,4,0,84
1,55,No,5,0,31
6,58,Yes,9,9,50
1,52,No,9,2,28
8,76,No,6,0,67
6,54,No,4,4,41
5,76,No,9,8,65
4,95,Yes,8,3,81
1,86,Yes,7,3,67
7,43,Yes,6,7,32
2,66,Yes,7,5,47
1,84,No,9,6,58
5,66,No,7,1,49
4,66,Yes,8,6,48
9,81,Yes,9,9,77
6,59,No,4,6,45
4,62,Yes,8,9,46
3,75,Yes,5,8,55
3,82,No,6,6,65
3,85,No,6,0,60
9,84,No,7,4,78
8,84,Yes,7,5,83
7,44,Yes,5,0,32
6,45,No,7,4,32
4,59,No,6,9,44
1,68,No,8,1,39
8,55,Yes,9,3,51
8,79,Yes,8,9,75
6,82,No,8,2,71
7,65,No,5,9,57
2,89,No,7,0,67
1,91,No,9,0,68
7,91,Yes,7,9,84
6,41,No,8,5,27
4,71,No,7,3,52
8,87,Yes,4,2,77
4,59,Yes,8,2,47
6,86,Yes,8,2,73
1,88,No,5,0,60
5,78,Yes,6,1,65
5,63,Yes,9,8,53
2,40,Yes,5,6,16
2,68,Yes,4,4,46
4,65,No,6,5,50
2,43,No,4,9,20
4,53,No,5,8,32
4,77,Yes,7,5,60
8,88,Yes,5,2,82
1,97,Yes,6,5,75
4,74,Yes,6,1,56
7,67,Yes,8,0,61
5,61,No,6,7,47
1,86,Yes,5,0,62
1,49,No,6,4,26
2,46,No,4,3,22
3,74,Yes,8,8,55
6,93,Yes,9,7,85
2,72,Yes,8,4,47
8,91,No,6,9,89
8,72,Yes,7,6,67
2,59,No,7,5,38
4,68,Yes,9,0,52
7,92,No,6,3,85
2,68,No,6,4,43
2,86,No,6,2,60
4,54,No,5,4,35
8,50,Yes,6,0,42
2,77,No,7,7,57
6,75,No,7,7,61
7,81,Yes,8,7,74
2,84,Yes,9,7,64
4,95,No,4,3,77
5,59,Yes,9,6,49
9,78,Yes,7,6,76
6,76,Yes,5,7,66
2,93,No,7,4,69
7,83,Yes,5,6,73
2,61,Yes,5,1,38
7,56,No,8,0,45
4,65,Yes,8,6,47
4,49,Yes,6,1,31
1,46,No,5,0,19
1,51,Yes,5,0,23
4,44,No,7,5,26
9,94,Yes,6,9,91
4,49,Yes,6,9,35
9,75,No,7,4,71
6,41,Yes,9,1,31
8,73,Yes,6,5,66
6,86,Yes,7,9,79
7,61,Yes,9,8,55
5,61,Yes,6,6,47
8,97,Yes,6,3,91
1,99,No,6,1,73
7,93,No,4,4,84
2,90,No,7,8,69
8,62,Yes,6,1,58
6,66,No,8,5,56
4,87,Yes,8,9,72
6,61,Yes,7,4,47
9,81,No,7,1,78
2,41,No,4,9,13
2,58,No,4,9,35
2,89,Yes,9,4,67
9,55,Yes,7,4,49
4,90,Yes,5,3,72
6,86,No,6,5,74
2,66,No,6,6,44
7,69,Yes,4,2,59
9,84,Yes,8,8,86
3,78,Yes,8,2,63
5,57,Yes,9,2,43
7,66,No,7,3,59
3,49,Yes,9,4,31
3,86,Yes,9,0,71
2,87,Yes,7,3,61
4,59,No,9,7,42
5,93,No,5,9,77
2,43,Yes,7,8,21
5,87,No,5,0,72
6,73,No,7,2,58
4,69,No,5,7,51
9,96,No,6,8,93
1,43,Yes,9,2,18
4,95,Yes,6,4,78
7,54,No,5,5,42
6,89,No,4,4,76
1,52,Yes,4,4,25
7,60,No,5,4,53
1,68,No,5,7,42
8,54,No,8,2,49
5,68,Yes,5,5,53
8,67,Yes,5,3,60
1,69,No,5,5,46
2,53,Yes,7,4,26
1,78,No,8,5,54
7,50,No,6,8,43
2,48,Yes,6,7,26
2,88,No,8,6,64
1,57,Yes,7,8,31
7,89,No,9,4,76
8,91,Yes,8,1,87
3,68,No,6,6,47
9,82,Yes,6,0,77
3,79,Yes,5,5,59
8,91,No,5,8,86
1,86,Yes,7,3,61
4,48,Yes,8,6,33
8,56,Yes,5,8,54
7,48,Yes,4,8,41
8,48,Yes,7,8,44
8,66,No,6,7,63
6,94,Yes,6,6,83
1,43,No,6,9,18
1,68,No,5,9,45
5,53,No,6,6,38
7,59,No,7,2,51
7,47,Yes,8,1,39
3,46,No,4,9,28
9,57,No,6,3,53
1,97,No,5,7,71
6,76,No,9,9,66
9,43,Yes,4,6,43
8,63,Yes,8,3,54
1,46,No,5,5,21
5,40,Yes,5,8,24
2,58,No,9,7,38
5,52,Yes,5,1,34
1,76,Yes,5,6,52
7,90,No,5,7,85
7,96,Yes,6,3,82
9,47,Yes,4,2,44
1,79,No,8,3,56
3,44,No,5,1,20
8,99,No,5,5,92
2,58,No,5,4,32
6,48,Yes,6,6,35
6,93,No,8,9,84
3,71,Yes,9,9,51
6,54,Yes,5,6,43
7,85,Yes,7,5,78
4,65,No,5,7,45
6,49,No,9,1,39
7,55,No,5,2,42
4,49,No,8,2,30
6,91,Yes,9,8,84
7,74,Yes,7,4,66
4,48,No,8,2,30
3,78,No,5,3,57
1,97,Yes,8,0,71
4,83,No,6,9,63
5,85,No,6,5,73
7,49,No,6,0,42
9,51,Yes,9,2,46
3,98,No,7,2,76
6,90,No,5,6,80
7,87,No,5,3,78
1,97,Yes,4,5,73
5,56,No,7,1,42
5,54,No,5,0,38
1,72,No,4,7,47
4,57,Yes,9,9,40
2,58,No,5,6,36
5,74,Yes,8,7,66
3,98,Yes,5,2,80
2,53,Yes,8,4,33
1,48,No,8,2,20
9,52,No,5,9,48
2,52,Yes,7,3,28
7,60,Yes,9,4,55
9,99,Yes,5,7,99
4,44,Yes,9,5,27
9,89,No,7,6,84
6,67,No,5,5,56
7,99,No,6,0,91
9,58,No,7,0,58
1,46,No,8,9,19
9,77,Yes,9,1,74
9,71,Yes,8,9,70
4,92,Yes,8,2,77
9,93,No,4,3,92
4,72,No,6,7,58
1,71,Yes,6,7,44
8,79,Yes,9,9,76
1,66,Yes,8,0,43
7,73,No,4,8,67
8,86,Yes,7,3,82
7,56,No,9,5,48
1,90,Yes,7,8,64
8,41,Yes,5,5,33
7,61,No,8,5,52
2,45,Yes,6,0,19
4,49,Yes,7,6,33
1,77,No,9,0,57
8,53,Yes,6,9,51
6,93,Yes,5,3,79
6,79,Yes,8,2,66
9,50,No,7,8,49
3,58,No,8,6,40
8,95,No,6,6,88
1,49,No,7,9,28
4,62,No,9,9,53
3,43,Yes,7,2,21
6,51,Yes,6,6,37
6,87,No,8,5,77
7,85,No,5,2,75
8,75,No,7,0,69
1,58,No,7,4,33
9,40,No,5,5,33
1,73,Yes,4,2,48
8,61,Yes,6,4,57
9,70,No,4,7,69
4,91,No,7,1,77
7,55,Yes,4,5,43
1,40,No,9,6,14
2,77,Yes,4,8,53
8,92,Yes,7,2,89
1,79,No,6,6,53
7,59,Yes,8,6,49
4,75,Yes,8,7,57
1,42,No,4,5,13
5,61,Yes,6,1,46
9,93,Yes,4,0,91
3,52,No,8,2,32
9,50,Yes,8,5,52
9,78,No,8,0,76
6,90,Yes,5,0,74
3,76,Yes,6,2,54
9,93,Yes,8,6,90
4,71,Yes,5,1,56
5,98,Yes,6,5,84
8,41,Yes,6,8,34
3,60,Yes,4,6,38
5,62,No,4,5,46
5,77,Yes,5,6,61
4,66,No,8,6,47
7,97,Yes,7,9,91
1,86,No,9,8,60
1,49,No,4,2,21
2,45,Yes,8,5,24
1,97,No,7,7,71
5,59,Yes,9,0,45
9,95,No,5,8,90
8,82,No,8,3,79
4,83,No,6,9,66
3,68,No,4,8,45
2,91,No,6,4,66
5,67,Yes,7,1,52
9,59,No,5,3,53
9,44,No,5,2,37
4,65,No,7,4,49
6,61,Yes,9,8,52
1,92,Yes,6,9,66
2,41,No,4,1,13
9,43,No,4,1,36
7,45,No,4,6,34
9,95,Yes,4,5,93
9,42,No,5,9,37
2,52,Yes,4,1,25
3,59,Yes,9,4,38
6,80,No,7,3,67
9,76,Yes,8,1,71
7,45,Yes,5,8,39
9,87,No,4,1,83
4,94,Yes,9,8,77
8,96,No,8,9,94
4,51,Yes,7,3,37
1,75,Yes,9,5,51
9,42,Yes,7,1,40
2,44,No,8,7,20
3,66,No,6,2,50
1,76,No,5,4,48
4,45,No,6,8,29
3,94,No,9,0,71
6,70,Yes,6,6,60
9,56,Yes,9,5,55
4,68,Yes,5,5,50
2,63,Yes,9,4,41
1,59,Yes,8,3,32
2,98,No,7,1,78
6,81,Yes,8,5,73
4,40,Yes,7,5,24
2,75,No,9,8,52
7,41,No,7,6,31
1,45,Yes,6,5,18
3,94,No,9,4,77
6,74,Yes,4,6,60
8,89,Yes,6,0,83
2,78,Yes,8,4,54
4,62,No,8,6,44
4,61,Yes,7,5,46
1,55,Yes,8,1,29
1,81,Yes,4,4,55
4,50,Yes,5,1,31
8,41,Yes,5,1,33
8,48,Yes,7,2,44
7,63,No,8,0,56
4,40,No,5,4,19
5,60,No,9,2,42
9,47,Yes,8,7,45
3,76,No,7,0,52
7,84,No,6,9,74
2,78,Yes,8,0,55
1,49,No,7,3,24
6,62,Yes,8,2,49
6,63,Yes,5,1,48
9,86,Yes,8,8,82
4,51,No,8,3,32
6,65,No,5,3,53
2,75,No,9,9,57
4,64,No,7,1,46
6,91,Yes,7,4,76
4,73,No,7,7,55
9,82,No,8,8,79
5,86,Yes,8,5,73
1,96,No,4,9,68
3,86,Yes,5,9,69
5,76,No,6,8,66
3,87,Yes,7,6,66
2,81,No,7,4,58
3,62,No,5,9,41
6,47,Yes,4,4,33
4,50,Yes,4,7,32
5,83,No,4,6,69
8,79,Yes,8,6,73
1,56,No,6,4,31
5,93,No,6,8,80
7,61,Yes,4,7,54
5,71,No,5,8,53
2,44,Yes,8,8,26
8,83,Yes,8,5,80
8,69,No,5,7,62
6,57,No,7,6,48
9,87,Yes,8,6,83
6,93,No,6,7,83
6,57,Yes,6,5,42
1,53,No,5,0,26
3,49,Yes,8,0,32
5,60,No,7,3,44
5,83,Yes,7,0,67
1,85,Yes,9,5,61
5,50,Yes,5,5,33
7,65,Yes,9,4,58
7,83,Yes,6,1,76
6,84,Yes,9,4,76
3,72,Yes,5,2,52
1,67,No,5,7,41
5,46,No,6,2,32
2,63,No,8,9,39
6,88,No,6,5,77
5,57,Yes,8,4,44
9,65,No,8,8,64
2,56,Yes,6,4,38
2,80,No,6,0,56
4,46,Yes,9,3,28
4,74,No,7,7,56
2,52,Yes,4,5,27
3,67,No,8,1,46
7,44,Yes,9,8,41
6,64,No,4,9,51
6,93,Yes,5,0,81
1,49,Yes,7,2,25
4,67,No,7,2,47
9,98,No,6,7,96
3,66,Yes,6,7,45
6,48,Yes,8,3,36
6,71,Yes,5,5,60
6,76,No,9,6,68
1,71,No,7,7,47
7,95,Yes,5,1,86
8,69,No,7,0,62
3,57,Yes,6,4,35
2,65,Yes,7,4,43
1,52,No,5,8,26
7,55,No,7,1,44
3,71,No,4,5,50
2,60,No,5,7,38
9,85,Yes,4,5,81
6,97,Yes,5,7,87
5,95,No,8,8,82
1,95,No,5,1,68
3,41,No,9,6,23
7,58,No,8,6,53
8,64,No,4,1,55
7,73,Yes,9,3,64
4,67,No,6,8,47
5,74,Yes,7,1,57
8,90,No,8,4,83
9,90,No,6,9,88
3,86,No,8,0,68
8,65,No,8,7,61
1,74,Yes,6,5,49
9,80,Yes,5,4,75
2,40,No,9,8,18
3,81,No,7,9,63
1,77,Yes,6,7,52
8,44,Yes,5,6,39
8,41,Yes,7,5,33
4,95,Yes,5,8,79
6,54,No,7,3,41
1,52,No,9,1,25
7,57,Yes,5,5,47
1,58,No,4,6,33
9,74,Yes,4,4,70
8,78,No,4,0,68
8,50,Yes,8,6,45
7,98,Yes,7,4,87
6,80,Yes,9,5,73
2,46,Yes,6,8,21
8,97,No,7,9,94
6,54,No,4,9,41
2,55,No,4,7,32
7,84,No,9,6,78
1,44,No,8,8,18
8,65,Yes,6,7,62
2,76,No,7,1,51
4,82,No,8,2,67
9,56,No,4,4,50
5,55,No,6,6,42
6,51,Yes,7,3,37
4,93,No,9,4,77
7,89,No,8,1,81
9,79,Yes,5,3,79
3,76,Yes,4,0,54
4,73,No,7,4,56
8,94,Yes,8,7,89
2,64,No,5,4,42
5,96,Yes,7,3,83
7,97,No,9,8,88
7,56,Yes,9,8,52
6,56,No,9,5,44
7,80,No,4,8,70
7,93,No,8,4,85
9,80,Yes,6,4,78
5,82,No,8,9,67
7,74,Yes,8,7,70
1,71,Yes,6,6,46
3,95,Yes,7,1,74
5,47,No,8,4,33
1,76,Yes,9,4,56
9,88,Yes,6,2,85
9,54,Yes,7,8,52
3,95,No,8,7,76
2,83,No,7,3,58
3,75,Yes,5,9,57
6,66,No,9,8,55
9,62,No,6,3,55
4,87,Yes,9,2,72
7,41,No,5,3,31
7,74,Yes,5,9,67
7,86,Yes,9,3,79
2,79,No,8,3,59
5,94,No,5,3,76
7,62,No,8,5,57
2,79,No,5,8,54
5,91,Yes,9,9,81
6,99,Yes,5,2,89
2,72,Yes,9,1,48
6,87,Yes,5,4,77
3,62,No,5,1,43
4,51,No,9,2,37
6,77,No,6,1,60
2,65,No,5,8,43
7,71,No,8,6,66
9,86,No,7,0,84
9,73,No,9,0,68
4,87,No,8,8,71
8,91,Yes,6,7,85
7,49,No,6,8,41
7,44,No,5,2,34
7,47,No,4,2,39
7,99,Yes,4,3,94
8,76,No,5,8,70
5,70,Yes,8,0,58
7,70,Yes,6,7,60
2,71,No,7,1,53
6,78,Yes,6,5,65
3,98,Yes,7,7,78
6,99,No,6,4,87
7,53,Yes,8,7,50
1,69,No,7,0,40
7,73,Yes,6,1,64
2,42,Yes,4,5,15
6,74,No,7,6,65
1,98,Yes,5,2,72
6,59,No,8,5,48
6,92,Yes,9,8,81
8,83,Yes,4,0,73
5,58,No,6,3,40
3,99,No,6,6,79
7,63,Yes,6,5,56
3,42,No,9,4,21
2,99,Yes,9,8,82
7,84,Yes,8,3,77
9,57,No,7,1,50
3,68,Yes,5,3,47
7,96,Yes,5,5,88
7,50,Yes,4,1,39
8,62,Yes,9,4,57
1,81,Yes,6,6,56
8,53,Yes,4,5,46
5,89,No,6,0,76
6,67,Yes,5,3,57
1,85,No,9,6,60
8,64,No,6,7,61
2,95,No,4,6,71
1,90,No,7,5,63
2,79,Yes,7,9,56
4,86,Yes,4,4,68
1,92,No,6,8,67
2,45,Yes,5,0,23
3,48,Yes,5,3,29
6,42,No,4,6,30
1,42,No,5,6,14
2,49,Yes,6,0,26
3,40,No,7,6,20
6,86,No,9,1,75
4,81,No,7,6,66
1,48,No,8,3,25
5,67,No,8,0,51
5,84,Yes,7,3,66
4,53,No,6,7,34
8,46,No,6,0,39
1,97,No,4,3,67
9,87,No,7,7,87
5,52,No,8,5,39
5,75,No,4,0,58
7,91,No,5,2,82
1,74,Yes,8,5,50
3,63,No,7,8,43
9,46,No,5,9,43
5,71,No,6,5,56
9,88,Yes,8,9,88
6,43,No,9,6,30
1,53,Yes,6,3,26
3,95,Yes,4,9,74
6,42,No,8,4,29
9,79,Yes,8,7,81
7,80,Yes,5,8,71
1,90,Yes,5,5,61
6,59,Yes,8,5,49
1,79,Yes,5,8,55
2,81,Yes,5,9,61
6,75,No,7,2,63
1,96,No,7,6,72
4,91,No,8,7,74
3,73,No,9,9,56
8,80,No,8,8,75
3,88,Yes,5,6,73
7,49,No,6,6,43
7,45,No,9,7,33
7,49,No,9,1,40
6,48,No,4,9,37
5,40,No,4,9,25
3,69,Yes,5,9,49
4,61,No,6,0,43
9,77,Yes,9,8,76
1,85,Yes,8,0,60
3,67,Yes,5,3,48
9,49,No,9,3,45
6,50,No,5,5,38
9,87,Yes,6,1,85
9,88,Yes,9,3,86
9,52,No,4,2,51
8,94,No,7,7,86
8,47,Yes,5,6,42
1,73,Yes,6,2,48
4,60,No,5,7,39
2,58,No,8,4,34
3,58,No,5,6,37
7,89,No,7,9,84
4,52,Yes,9,0,36
9,67,Yes,9,7,68
5,41,No,7,0,23
1,83,Yes,5,8,63
1,67,No,9,4,38
2,60,No,7,3,35
8,64,Yes,7,6,62
7,94,Yes,4,4,84
4,86,No,7,9,69
6,59,Yes,7,7,48
7,74,Yes,9,4,69
7,74,No,9,2,63
5,53,Yes,7,2,35
6,97,Yes,8,1,86
5,69,Yes,8,5,55
